"Item","Fq","Concordance","Ventilation","Carte","Sélection"
"카테고리","2","","","",""
"https","2","","","",""
"120031235513","2","","","",""
"최","2","","","",""
"어지러울","2","","","",""
"소비를","2","","","",""
"끝은","2","","","",""
"측면에서","2","","","",""
"소비의","2","","","",""
"다가올","2","","","",""
"미래는","2","","","",""
"주어진","2","","","",""
"채운다면","2","","","",""
"통장과","2","","","",""
"되어야","2","","","",""
"내용도","2","","","",""
"힘이다","2","","","",""
"넘기고","2","","","",""
"올","2","","","",""
"범위가","2","","","",""
"하려는","2","","","",""
"생각도","2","","","",""
"영상이","2","","","",""
"읽을까요","2","","","",""
"과식으로","2","","","",""
"인한","2","","","",""
"식품산업과","2","","","",""
"제약산업","2","","","",""
"여러분은","2","","","",""
"광고를","2","","","",""
"곧이곧대로","2","","","",""
"받아들이시나요","2","","","",""
"식품광고에","2","","","",""
"대해","2","","","",""
"검색하기","2","","","",""
"한빛비즈","2","","","",""
"이사와","2","","","",""
"정리했습니다","2","","","",""
"싫어요","2","","","",""
"독서습관에","2","","","",""
"결정적","2","","","",""
"나왔습니다","2","","","",""
"익히","2","","","",""
"목적이","2","","","",""
"얘기죠","2","","","",""
"였습니다","2","","","",""
"말해","2","","","",""
"문체부가","2","","","",""
"보입니다만","2","","","",""
"2014년","2","","","",""
"일본인의","2","","","",""
"월평균","2","","","",""
"작년에","2","","","",""
"읽었느냐","2","","","",""
"별개로","2","","","",""
"아침독서","2","","","",""
"요소가","2","","","",""
"가치관을","2","","","",""
"고등학교","2","","","",""
"진학","2","","","",""
"큽니다","2","","","",""
"반복하면","2","","","",""
"않음을","2","","","",""
"짐작할","2","","","",""
"초등학생은","2","","","",""
"중학생은","2","","","",""
"5권","2","","","",""
"고등학생은","2","","","",""
"정책은","2","","","",""
"ⓒ문화체육관광부","2","","","",""
"될까","2","","","",""
"보여줍니다","2","","","",""
"성장하는","2","","","",""
"나이에","2","","","",""
"만들어진","2","","","",""
"키우고","2","","","",""
"데는","2","","","",""
"초등학생이","2","","","",""
"방대한","2","","","",""
"극단적으로","2","","","",""
"뭔가요","2","","","",""
"목적을","2","","","",""
"계기","2","","","",""
"숙제나","2","","","",""
"순이었다","2","","","",""
"여지가","2","","","",""
"강요","2","","","",""
"대비해","2","","","",""
"습득해야","2","","","",""
"개인이","2","","","",""
"문학도서","2","","","",""
"인물","2","","","",""
"취미","2","","","",""
"설","2","","","",""
"문제로","2","","","",""
"쳐도","2","","","",""
"성인에게","2","","","",""
"걸까요","2","","","",""
"서점의","2","","","",""
"고르기","2","","","",""
"중요성은","2","","","",""
"실제로는","2","","","",""
"‘시간이","2","","","",""
"답변입니다","2","","","",""
"일·공부","2","","","",""
"다른","2","","","",""
"바쁜","2","","","",""
"영화를","2","","","",""
"여가","2","","","",""
"리","2","","","",""
"시대죠","2","","","",""
"공통적으로","2","","","",""
"지식","2","","","",""
"장대익","2","","","",""
"필요하지","2","","","",""
"획득한","2","","","",""
"뛰어넘어","2","","","",""
"탄생","2","","","",""
"축적","2","","","",""
"번영을","2","","","",""
"낸","2","","","",""
"학습을","2","","","",""
"주어지지","2","","","",""
"낡은","2","","","",""
"slow","2","","","",""
"thinking","2","","","",""
"담당하는","2","","","",""
"에너지가","2","","","",""
"필요한데","2","","","",""
"리딩","2","","","",""
"비슷합니다","2","","","",""
"남의","2","","","",""
"생각에","2","","","",""
"문명이","2","","","",""
"말든","2","","","",""
"어쨌든","2","","","",""
"정부나","2","","","",""
"우리나라가","2","","","",""
"들여야","2","","","",""
"들이기","2","","","",""
"베드타임","2","","","",""
"아침독서를","2","","","",""
"사회에서","2","","","",""
"읽어주기를","2","","","",""
"부모님은","2","","","",""
"흥미로운","2","","","",""
"습관은","2","","","",""
"사람과","2","","","",""
"내는","2","","","",""
"유료","2","","","",""
"내고","2","","","",""
"모임에","2","","","",""
"만든다는","2","","","",""
"별반","2","","","",""
"정책이","2","","","",""
"말했듯","2","","","",""
"독서모임이","2","","","",""
"오롯이","2","","","",""
"뿌리가","2","","","",""
"아이에게는","2","","","",""
"꿈을","2","","","",""
"관련해","2","","","",""
"시행하는","2","","","",""
"과제로","2","","","",""
"익숙지","2","","","",""
"나머지","2","","","",""
"커요","2","","","",""
"급속히","2","","","",""
"떨어지지","2","","","",""
"공간과","2","","","",""
"선생님의","2","","","",""
"취지에","2","","","",""
"맞게","2","","","",""
"활용한다면","2","","","",""
"친한","2","","","",""
"어울려","2","","","",""
"중요성이","2","","","",""
"문해력이","2","","","",""
"3학년","2","","","",""
"5학년","2","","","",""
"특별","2","","","",""
"대량","2","","","",""
"국가에서","2","","","",""
"언어를","2","","","",""
"많습니다","2","","","",""
"독서교육을","2","","","",""
"보여주고","2","","","",""
"법한","2","","","",""
"없을까요","2","","","",""
"보이지","2","","","",""
"행사나","2","","","",""
"독서문화를","2","","","",""
"이벤트가","2","","","",""
"독서문화가","2","","","",""
"정책의","2","","","",""
"기술은","2","","","",""
"무섭고","2","","","",""
"않았어요","2","","","",""
"독서보다","2","","","",""
"공원","2","","","",""
"있겠죠","2","","","",""
"감사","2","","","",""
"내비게이션","2","","","",""
"독서엔감사","2","","","",""
"스토리텔링","2","","","",""
"편집인칼럼","2","","","",""
"감사의창","2","","","",""
"데스크편지","2","","","",""
"명사들의","2","","","",""
"음악치유교실","2","","","",""
"나의삶","2","","","",""
"나의건강","2","","","",""
"마음산책","2","","","",""
"학습인가","2","","","",""
"안의","2","","","",""
"역사가","2","","","",""
"유난히","2","","","",""
"100번","2","","","",""
"바를","2","","","",""
"백번을","2","","","",""
"놀라게","2","","","",""
"책이라도","2","","","",""
"독서방법은","2","","","",""
"인정을","2","","","",""
"양이","2","","","",""
"정보들이","2","","","",""
"없지만","2","","","",""
"독서토론","2","","","",""
"한국강사신문","2","","","",""
"“세계","2","","","",""
"부자들은","2","","","",""
"조상연의","2","","","",""
"부커스』","2","","","",""
"김지영","2","","","",""
"〈책","2","","","",""
"수천","2","","","",""
"증명해","2","","","",""
"2장","2","","","",""
"WHAT","2","","","",""
"이해","2","","","",""
"구성되어","2","","","",""
"되었던","2","","","",""
"환경이","2","","","",""
"방해하고","2","","","",""
"있는지를","2","","","",""
"챕터마다","2","","","",""
"저자들의","2","","","",""
"담겨","2","","","",""
"다독한","2","","","",""
"생생한","2","","","",""
"중심을","2","","","",""
"사진출처","2","","","",""
"평범한","2","","","",""
"획기적으로","2","","","",""
"삶이","2","","","",""
"성공적인","2","","","",""
"성과가","2","","","",""
"수백","2","","","",""
"‘디지털","2","","","",""
"4년간의","2","","","",""
"여러분의","2","","","",""
"찾아볼","2","","","",""
"세계관을","2","","","",""
"젊은이들이","2","","","",""
"아낌없이","2","","","",""
"이유죠","2","","","",""
"진화를","2","","","",""
"학습하고","2","","","",""
"책이라면","2","","","",""
"그러나","2","","","",""
"감정적","2","","","",""
"하나요","2","","","",""
"운영","2","","","",""
"업계","2","","","",""
"기초","2","","","",""
"학습과","2","","","",""
"전까지","2","","","",""
"하루아침에","2","","","",""
"요즘은","2","","","",""
"배웁니다","2","","","",""
"분석","2","","","",""
"업무","2","","","",""
"대부분이","2","","","",""
"자료가","2","","","",""
"늘었다고","2","","","",""
"또","2","","","",""
"9명","2","","","",""
"제도를","2","","","",""
"두기","2","","","",""
"‘읽모임","2","","","",""
"‘읽","2","","","",""
"만들게","2","","","",""
"좋겠다는","2","","","",""
"회사에서","2","","","",""
"비결이","2","","","",""
"방명록","2","","","",""
"ft","2","","","",""
"젊은이들에게는","2","","","",""
"때때로","2","","","",""
"모릅니다","2","","","",""
"사물을","2","","","",""
"아이디어를","2","","","",""
"세계로","2","","","",""
"세계에서","2","","","",""
"능력은","2","","","",""
"상호","2","","","",""
"지평을","2","","","",""
"해줍니다","2","","","",""
"이상한","2","","","",""
"나라를","2","","","",""
"펼치면","2","","","",""
"향상","2","","","",""
"얻었습니다","2","","","",""
"유형의","2","","","",""
"대중교통","2","","","",""
"연구원들은","2","","","",""
"바랍니다","2","","","",""
"연결됩니다","2","","","",""
"자녀가","2","","","",""
"되기를","2","","","",""
"방법론들중에서","2","","","",""
"으뜸은","2","","","",""
"생활화하는","2","","","",""
"라이프","2","","","",""
"교민소식","2","","","",""
"Twitter","2","","","",""
"Pinterest","2","","","",""
"LinkedIn","2","","","",""
"Email","2","","","",""
"초대해","2","","","",""
"주셔서","2","","","",""
"향상을","2","","","",""
"연대하여","2","","","",""
"변화에","2","","","",""
"하겠습니다","2","","","",""
"Book","2","","","",""
"현대인의","2","","","",""
"크기의","2","","","",""
"판매에","2","","","",""
"끼친다는","2","","","",""
"생각됩니다","2","","","",""
"제작","2","","","",""
"어쩌면","2","","","",""
"이름을","2","","","",""
"사람이라면","2","","","",""
"방문한","2","","","",""
"손에서","2","","","",""
"반갑게","2","","","",""
"일입니다","2","","","",""
"시간이다","2","","","",""
"시간이며","2","","","",""
"한수영","2","","","",""
"단편적인","2","","","",""
"얻는데","2","","","",""
"지혜는","2","","","",""
"세상과","2","","","",""
"지혜란","2","","","",""
"책읽기의","2","","","",""
"필요성에","2","","","",""
"진화론에","2","","","",""
"필요성을","2","","","",""
"20만","2","","","",""
"8000년","2","","","",""
"전이다","2","","","",""
"하도록","2","","","",""
"문명에서","2","","","",""
"커져","2","","","",""
"비용을","2","","","",""
"침팬지와","2","","","",""
"지나지","2","","","",""
"이룩한","2","","","",""
"작업이","2","","","",""
"엔진","2","","","",""
"활용하는","2","","","",""
"습득","2","","","",""
"최선의","2","","","",""
"규모의","2","","","",""
"능력이다","2","","","",""
"전전두","2","","","",""
"효과적으로","2","","","",""
"타자에","2","","","",""
"향상된다","2","","","",""
"실험을","2","","","",""
"볼펜","2","","","",""
"알아내는","2","","","",""
"보더라도","2","","","",""
"우수한","2","","","",""
"적어","2","","","",""
"당연한","2","","","",""
"출판사에서","2","","","",""
"통계에","2","","","",""
"있겠지만","2","","","",""
"적게는","2","","","",""
"많게는","2","","","",""
"서민은","2","","","",""
"변화로","2","","","",""
"다음은","2","","","",""
"싫어하는","2","","","",""
"칸트의","2","","","",""
"유클리드의","2","","","",""
"이때부터","2","","","",""
"무렵","2","","","",""
"친구들","2","","","",""
"취한","2","","","",""
"아인슈타인의","2","","","",""
"생명력을","2","","","",""
"천재","2","","","",""
"마침내","2","","","",""
"천재가","2","","","",""
"열렬한","2","","","",""
"따라가지","2","","","",""
"포기하지","2","","","",""
"인문학","2","","","",""
"묻혀있던","2","","","",""
"한동일","2","","","",""
"스튜어트","2","","","",""
"전부터","2","","","",""
"강조하며","2","","","",""
"권합니다","2","","","",""
"생각해보고","2","","","",""
"현저하게","2","","","",""
"최다","2","","","",""
"대출을","2","","","",""
"기록한","2","","","",""
"별다른","2","","","",""
"EBS","2","","","",""
"Culture","2","","","",""
"인문학적","2","","","",""
"본다면","2","","","",""
"독서교육에","2","","","",""
"일본과","2","","","",""
"대학생이","2","","","",""
"시기를","2","","","",""
"조선시대","2","","","",""
"비영리","2","","","",""
"나누는","2","","","",""
"운동","2","","","",""
"대여","2","","","",""
"앞선","2","","","",""
"분들의","2","","","",""
"방안에는","2","","","",""
"있을지","2","","","",""
"한장","2","","","",""
"가치로운","2","","","",""
"시나브로","2","","","",""
"조미아","2","","","",""
"영향에","2","","","",""
"서민","2","","","",""
"EC","2","","","",""
"AC","2","","","",""
"9C","2","","","",""
"E8","2","","","",""
"E6","2","","","",""
"4월","2","","","",""
"파일","2","","","",""
"잘못","2","","","",""
"반성하고","2","","","",""
"빈","2","","","",""
"어린이","2","","","",""
"어디서나","2","","","",""
"않는지","2","","","",""
"하고요","2","","","",""
"여러분들은","2","","","",""
"“일단","2","","","",""
"될지","2","","","",""
"바꾼","2","","","",""
"책이었다고","2","","","",""
"많아서","2","","","",""
"않거든요","2","","","",""
"돈이","2","","","",""
"집중을","2","","","",""
"생각입니다","2","","","",""
"곳에","2","","","",""
"이야기는","2","","","",""
"들었습니다","2","","","",""
"되는지","2","","","",""
"되셨다면","2","","","",""
"줄의","2","","","",""
"익힌","2","","","",""
"달","2","","","",""
"저자에게","2","","","",""
"버튼을","2","","","",""
"간편하게","2","","","",""
"열렬히","2","","","",""
"알기","2","","","",""
"뛰는","2","","","",""
"비전","2","","","",""
"취업진로지도","2","","","",""
"정철상","2","","","",""
"자신만의","2","","","",""
"페스티벌","2","","","",""
"오피니언","2","","","",""
"원시인처럼","2","","","",""
"주의력","2","","","",""
"사유·행동","2","","","",""
"최적화","2","","","",""
"“인류는","2","","","",""
"태어나지","2","","","",""
"재편성하는","2","","","",""
"탄생한","2","","","",""
"울프의","2","","","",""
"위에","2","","","",""
"자원을","2","","","",""
"한국에서는","2","","","",""
"화면에","2","","","",""
"중년","2","","","",""
"늘어났다","2","","","",""
"않거나","2","","","",""
"한국인","2","","","",""
"‘책을","2","","","",""
"인간과","2","","","",""
"중대한","2","","","",""
"글에","2","","","",""
"의미에","2","","","",""
"신경망이","2","","","",""
"더는","2","","","",""
"중독된","2","","","",""
"인류는","2","","","",""
"쉼","2","","","",""
"뇌에는","2","","","",""
"연결망을","2","","","",""
"늘리고","2","","","",""
"모습이","2","","","",""
"독서에서만","2","","","",""
"깊어질","2","","","",""
"효과는","2","","","",""
"자원이","2","","","",""
"아이들한테","2","","","",""
"보인다는","2","","","",""
"알려졌다","2","","","",""
"떠올리는","2","","","",""
"백색질에","2","","","",""
"구조적","2","","","",""
"감각","2","","","",""
"피질","2","","","",""
"영역이","2","","","",""
"분명히","2","","","",""
"콘텐츠로","2","","","",""
"읽습니다","2","","","",""
"면에서","2","","","",""
"제프","2","","","",""
"양의","2","","","",""
"편리하게","2","","","",""
"휴대할","2","","","",""
"인터넷으로","2","","","",""
"필요","2","","","",""
"기기에서","2","","","",""
"텔레비전이나","2","","","",""
"인터넷이","2","","","",""
"생기면","2","","","",""
"쉽습니다","2","","","",""
"높다는","2","","","",""
"시각","2","","","",""
"비용도","2","","","",""
"물성을","2","","","",""
"과정의","2","","","",""
"부터","2","","","",""
"기록했다","2","","","",""
"이용률","2","","","",""
"보탰다","2","","","",""
"선택한","2","","","",""
"휴대성과","2","","","",""
"기록성은","2","","","",""
"무제한으로","2","","","",""
"가능해","2","","","",""
"Text","2","","","",""
"Speech","2","","","",""
"소통하는","2","","","",""
"마음으로","2","","","",""
"메모가","2","","","",""
"종이책에","2","","","",""
"보거나","2","","","",""
"그림이","2","","","",""
"선택이","2","","","",""
"장점이","2","","","",""
"첫번째","2","","","",""
"불편함이","2","","","",""
"곳을","2","","","",""
"쉽지","2","","","",""
"서비스도","2","","","",""
"기능으로","2","","","",""
"형광펜","2","","","",""
"기억하고","2","","","",""
"TTS","2","","","",""
"서비스는","2","","","",""
"형태를","2","","","",""
"요즘에는","2","","","",""
"판매하고","2","","","",""
"구매하고","2","","","",""
"자료들이","2","","","",""
"기록해","2","","","",""
"것들은","2","","","",""
"궁금한","2","","","",""
"헌책팔기","2","","","",""
"알려드릴게요","2","","","",""
"재테크하는방법","2","","","",""
"왕초보에게","2","","","",""
"독서방법","2","","","",""
"종류에","2","","","",""
"알아볼까요","2","","","",""
"읽었습니다⋯","2","","","",""
"다독다독","2","","","",""
"접한","2","","","",""
"아이들과","2","","","",""
"주위에서","2","","","",""
"읽기보다는","2","","","",""
"두는","2","","","",""
"하강곡선을","2","","","",""
"확","2","","","",""
"갑자기","2","","","",""
"계기가","2","","","",""
"되곤","2","","","",""
"선생님이나","2","","","",""
"간섭하지","2","","","",""
"붙이게","2","","","",""
"때문이지요","2","","","",""
"목록","2","","","",""
"내주는","2","","","",""
"써오라고","2","","","",""
"있었지만","2","","","",""
"여러분들도","2","","","",""
"시키지","2","","","",""
"것이지요","2","","","",""
"감상문을","2","","","",""
"명심해야","2","","","",""
"아이도","2","","","",""
"ⓒ","2","","","",""
"갖는","2","","","",""
"10월","2","","","",""
"8일","2","","","",""
"만난","2","","","",""
"9일까지","2","","","",""
"열렸다","2","","","",""
"부스가","2","","","",""
"마련돼","2","","","",""
"가격으로","2","","","",""
"새책을","2","","","",""
"자리도","2","","","",""
"마련됐다","2","","","",""
"않을까요","2","","","",""
"가격에","2","","","",""
"종이책이갖는","2","","","",""
"여유로움과","2","","","",""
"행사중인","2","","","",""
"부스에서","2","","","",""
"가을의","2","","","",""
"정취를","2","","","",""
"무시할","2","","","",""
"인기가","2","","","",""
"리포트를","2","","","",""
"기억","2","","","",""
"음악을","2","","","",""
"여유를","2","","","",""
"띄었다","2","","","",""
"이다","2","","","",""
"양식이","2","","","",""
"편리하긴","2","","","",""
"말문을","2","","","",""
"열었다","2","","","",""
"보내고","2","","","",""
"덕수궁의","2","","","",""
"덕수궁을","2","","","",""
"외국인","2","","","",""
"관람객도","2","","","",""
"궁애서에","2","","","",""
"“제가","2","","","",""
"종이책처럼","2","","","",""
"풍요롭게","2","","","",""
"차분하게","2","","","",""
"투고를","2","","","",""
"느낀","2","","","",""
"“책읽기는","2","","","",""
"”라고","2","","","",""
"투고의","2","","","",""
"학생처럼","2","","","",""
"쓸모없는","2","","","",""
"편견에","2","","","",""
"읽으라","2","","","",""
"‘생각하는","2","","","",""
"기분이","2","","","",""
"많다는","2","","","",""
"깨닫게","2","","","",""
"맡고","2","","","",""
"독해","2","","","",""
"시험에서","2","","","",""
"‘종이책을","2","","","",""
"학생들에","2","","","",""
"‘종이책과","2","","","",""
"동일하게","2","","","",""
"‘디지털책을","2","","","",""
"“인문서","2","","","",""
"여행과","2","","","",""
"비슷…여유와","2","","","",""
"본령”","2","","","",""
"출판사가","2","","","",""
"문재인","2","","","",""
"대통령이","2","","","",""
"소셜","2","","","",""
"네트워크","2","","","",""
"펴낸","2","","","",""
"문","2","","","",""
"‘책과함께","2","","","",""
"영상을","2","","","",""
"찾아보는","2","","","",""
"문득","2","","","",""
"바라보는","2","","","",""
"시야가","2","","","",""
"특권을","2","","","",""
"정채희","2","","","",""
"poof34","2","","","",""
"연기","2","","","",""
"내공","2","","","",""
"활용한다","2","","","",""
"드라마","2","","","",""
"틈틈이","2","","","",""
"나에","2","","","",""
"무엇인가의","2","","","",""
"내면의","2","","","",""
"기적적인","2","","","",""
"시냅스는","2","","","",""
"증가하지","2","","","",""
"독서광이","2","","","",""
"시간의","2","","","",""
"보여줬다","2","","","",""
"창업자","2","","","",""
"삼성전자","2","","","",""
"하겠다는","2","","","",""
"권은","2","","","",""
"틈이","2","","","",""
"알려져","2","","","",""
"CEO들은","2","","","",""
"27인의","2","","","",""
"잃지","2","","","",""
"있었다고","2","","","",""
"교과서와","2","","","",""
"김세윤의","2","","","",""
"비장의","2","","","",""
"무비","2","","","",""
"장정일의","2","","","",""
"독서일기","2","","","",""
"딸에게","2","","","",""
"배순탁의","2","","","",""
"음란서생","2","","","",""
"김이경의","2","","","",""
"여여한","2","","","",""
"시작했습니다","2","","","",""
"생겨","2","","","",""
"Tag","2","","","",""
"남자의","2","","","",""
"계절이라고들","2","","","",""
"모습","2","","","",""
"깔고","2","","","",""
"새록","2","","","",""
"떠오르고","2","","","",""
"작년","2","","","",""
"미국내","2","","","",""
"가량이","2","","","",""
"단말기","2","","","",""
"단말기를","2","","","",""
"파는","2","","","",""
"전시되어","2","","","",""
"들으신","2","","","",""
"점은","2","","","",""
"기분에","2","","","",""
"서점에","2","","","",""
"내용에","2","","","",""
"장지민","2","","","",""
"객원기자","2","","","",""
"게티이미지뱅크","2","","","",""
"8월","2","","","",""
"제외한","2","","","",""
"일반도서를","2","","","",""
"비율을","2","","","",""
"권수를","2","","","",""
"초·중·고교","2","","","",""
"청년층을","2","","","",""
"이용이","2","","","",""
"이상이었다","2","","","",""
"성인들은","2","","","",""
"독서하기","2","","","",""
"매체·콘텐츠","2","","","",""
"텔레비전","2","","","",""
"단위로","2","","","",""
"6천","2","","","",""
"명과","2","","","",""
"3천320명을","2","","","",""
"면접조사","2","","","",""
"한경닷컴","2","","","",""
"감소…2019년보다","2","","","",""
"3권·학생","2","","","",""
"↓","2","","","",""
"증가했고","2","","","",""
"이번에","2","","","",""
"진행했다","2","","","",""
"2권","2","","","",""
"일반도서","2","","","",""
"중학생","2","","","",""
"늘었다","2","","","",""
"평일","2","","","",""
"4분","2","","","",""
"5분으로","2","","","",""
"관람하기","2","","","",""
"양","2","","","",""
"국가별","2","","","",""
"것과는","2","","","",""
"고찰","2","","","",""
"일상","2","","","",""
"이용해","2","","","",""
"좋을까","2","","","",""
"내린","2","","","",""
"없음을","2","","","",""
"접함으로써","2","","","",""
"특화되어","2","","","",""
"스마트폰으로","2","","","",""
"필요하다면","2","","","",""
"동기부여는","2","","","",""
"쪽이","2","","","",""
"동기부여가","2","","","",""
"점과","2","","","",""
"00007","2","","","",""
"심판","2","","","",""
"00001","2","","","",""
"스마트폰이나","2","","","",""
"설문조사에","2","","","",""
"응한","2","","","",""
"숙제","2","","","",""
"경기도교육청이","2","","","",""
"도내","2","","","",""
"혁신공감","2","","","",""
"초·중·고등학교","2","","","",""
"7곳","2","","","",""
"561명을","2","","","",""
"시간이나","2","","","",""
"없음","2","","","",""
"지루함","2","","","",""
"무슨","2","","","",""
"모름","2","","","",""
"공부라","2","","","",""
"생각됨","2","","","",""
"답변해","2","","","",""
"환경","2","","","",""
"조성이나","2","","","",""
"독서교육이","2","","","",""
"드러났다","2","","","",""
"수동적이었다","2","","","",""
"목적에","2","","","",""
"진로·진학에","2","","","",""
"되어서","2","","","",""
"절반에","2","","","",""
"답했으며","2","","","",""
"데일리팝","2","","","",""
"이용의향","2","","","",""
"그리","2","","","",""
"수준이었다","2","","","",""
"건강","2","","","",""
"실용","2","","","",""
"요리","2","","","",""
"모습이었다","2","","","",""
"인식이","2","","","",""
"강의를","2","","","",""
"준다고","2","","","",""
"지장이","2","","","",""
"선호자는","2","","","",""
"좋다는","2","","","",""
"힘으로","2","","","",""
"젊은이여","2","","","",""
"깨어나라","2","","","",""
"박태운","2","","","",""
"흙수저란","2","","","",""
"있다보니","2","","","",""
"언젠가는","2","","","",""
"설정","2","","","",""
"구매한","2","","","",""
"봤어요","2","","","",""
"그래요","2","","","",""
"크레마","2","","","",""
"좋고요","2","","","",""
"싶어요","2","","","",""
"신간을","2","","","",""
"기다립니다","2","","","",""
"들으러가기","2","","","",""
"오프라인","2","","","",""
"쇼핑","2","","","",""
"경험이나","2","","","",""
"리더기를","2","","","",""
"모바일교보문고","2","","","",""
"앱과","2","","","",""
"리디북스","2","","","",""
"들기","2","","","",""
"줄을","2","","","",""
"켜고","2","","","",""
"끄는","2","","","",""
"기기나","2","","","",""
"예스24는","2","","","",""
"회사","2","","","",""
"btn","2","","","",""
"play","2","","","",""
"off","2","","","",""
"쇼츠","2","","","",""
"ep","2","","","",""
"‘그럼에도","2","","","",""
"불구하고","2","","","",""
"전병근","2","","","",""
"잇","2","","","",""
"지능을","2","","","",""
"신기술도","2","","","",""
"세상도","2","","","",""
"꿈꾸는","2","","","",""
"좌우될","2","","","",""
"독서수업을","2","","","",""
"독서수업","2","","","",""
"제고","2","","","",""
"연계한","2","","","",""
"37","1","","","",""
"42","1","","","",""
"44","1","","","",""
"46","1","","","",""
"53","1","","","",""
"54","1","","","",""
"63","1","","","",""
"64","1","","","",""
"70","1","","","",""
"72","1","","","",""
"77","1","","","",""
"83","1","","","",""
"84","1","","","",""
"85","1","","","",""
"88","1","","","",""
"92","1","","","",""
"93","1","","","",""
"94","1","","","",""
"138","1","","","",""
"146","1","","","",""
"192","1","","","",""
"193","1","","","",""
"203","1","","","",""
"418","1","","","",""
"500","1","","","",""
"590","1","","","",""
"640","1","","","",""
"1879","1","","","",""
"1950","1","","","",""
"1955","1","","","",""
"1965","1","","","",""
"1991","1","","","",""
"1993","1","","","",""
"1994","1","","","",""
"1997","1","","","",""
"2011","1","","","",""
"2030","1","","","",""
"3248","1","","","",""
"11412","1","","","",""
"11414","1","","","",""
"19944","1","","","",""
"19945","1","","","",""
"1519366436","1","","","",""
"일인","1","","","",""
"독서인구가","1","","","",""
"발전시키는데","1","","","",""
"책읽기만","1","","","",""
"라디오가","1","","","",""
"없던","1","","","",""
"셰익스피어","1","","","",""
"아니니까","1","","","",""
"상응하는","1","","","",""
"가지이다","1","","","",""
"첫번째는","1","","","",""
"근무","1","","","",""
"육체와","1","","","",""
"조건이다","1","","","",""
"문화의","1","","","",""
"기초체력이라고","1","","","",""
"담쌓는","1","","","",""
"사람들이다","1","","","",""
"저자도","1","","","",""
"노동에","1","","","",""
"장을","1","","","",""
"넘기기가","1","","","",""
"해법은","1","","","",""
"일터에서","1","","","",""
"노동시간을","1","","","",""
"줄여줘야","1","","","",""
"읽어라고","1","","","",""
"지금으로서는","1","","","",""
"권장하기가","1","","","",""
"술","1","","","",""
"깨는데","1","","","",""
"보충하는데","1","","","",""
"생명을","1","","","",""
"유지하는데","1","","","",""
"긴급하기","1","","","",""
"일터나","1","","","",""
"m","1","","","",""
"이내에","1","","","",""
"구입비는","1","","","",""
"5만5000원","1","","","",""
"한국일보","1","","","",""
"구입에","1","","","",""
"5만5","1","","","",""
"000원이다","1","","","",""
"5일","1","","","",""
"‘2017","1","","","",""
"국민독서실태","1","","","",""
"조사의","1","","","",""
"대상은","1","","","",""
"000여명과","1","","","",""
"4학년부터","1","","","",""
"000여명","1","","","",""
"만화가","1","","","",""
"낮았다","1","","","",""
"조사보다","1","","","",""
"명의","1","","","",""
"2015년보다","1","","","",""
"한달에","1","","","",""
"7권을","1","","","",""
"8권에서","1","","","",""
"8권으로","1","","","",""
"14권","1","","","",""
"비슷했다","1","","","",""
"올랐다","1","","","",""
"집계됐다","1","","","",""
"줄더니","1","","","",""
"조사에선","1","","","",""
"기현상이다","1","","","",""
"사노","1","","","",""
"신이치는","1","","","",""
"“현재","1","","","",""
"노래방","1","","","",""
"노래하는","1","","","",""
"가득하고","1","","","",""
"없다”고","1","","","",""
"분하지만","1","","","",""
"‘다산다사","1","","","",""
"출판은","1","","","",""
"걷고","1","","","",""
"낮고","1","","","",""
"떨어지는데","1","","","",""
"100만명당","1","","","",""
"발행부수는","1","","","",""
"문제적이다","1","","","",""
"세포분열도","1","","","",""
"가속화한다","1","","","",""
"과잉생산","1","","","",""
"몸살을","1","","","",""
"앓는데","1","","","",""
"‘생산의","1","","","",""
"집중하고","1","","","",""
"분쟁하는","1","","","",""
"어리석지","1","","","",""
"파격적으로","1","","","",""
"확충해","1","","","",""
"콘텐츠에","1","","","",""
"독서권을","1","","","",""
"보장하고","1","","","",""
"독자개발사업을","1","","","",""
"비독자를","1","","","",""
"공적","1","","","",""
"확충하는","1","","","",""
"‘독자의","1","","","",""
"진력하는","1","","","",""
"마르크스가","1","","","",""
"인용한","1","","","",""
"랑게","1","","","",""
"Linguet","1","","","",""
"스타인벡","1","","","",""
"분노의","1","","","",""
"포도","1","","","",""
"토지","1","","","",""
"이자를","1","","","",""
"괴물","1","","","",""
"은행과","1","","","",""
"대부업체가","1","","","",""
"소작농","1","","","",""
"토지를","1","","","",""
"뺏아가","1","","","",""
"tags","1","","","",""
"8만종","1","","","",""
"1인","1","","","",""
"감소","1","","","",""
"진흥예산","1","","","",""
"출판규모","1","","","",""
"1조","1","","","",""
"1732억","1","","","",""
"Comments","1","","","",""
"상황일까요","1","","","",""
"모두들","1","","","",""
"위기라고","1","","","",""
"실체는","1","","","",""
"문학은","1","","","",""
"빠졌을까요","1","","","",""
"터무니없는","1","","","",""
"엄살일까요","1","","","",""
"조사연구들을","1","","","",""
"종합해서","1","","","",""
"문학독서","1","","","",""
"실태에","1","","","",""
"그려보았습니다","1","","","",""
"빠졌다면","1","","","",""
"구할","1","","","",""
"우선","1","","","",""
"조사연구부터","1","","","",""
"행해야겠지요","1","","","",""
"조사연구가","1","","","",""
"고백부터","1","","","",""
"누가","1","","","",""
"읽는지를","1","","","",""
"종합적인","1","","","",""
