"Item","Fq","Concordance","Ventilation","Carte","Sélection"
"임시","4","","","",""
"“총선","4","","","",""
"석이","4","","","",""
"목표”","4","","","",""
"지역균형발전","4","","","",""
"‘윤석열","4","","","",""
"청사진","4","","","",""
"심층분석","4","","","",""
"앞","4","","","",""
"시위","4","","","",""
"주년","4","","","",""
"역사의","4","","","",""
"미래가","4","","","",""
"어설프게","4","","","",""
"모르겠다","4","","","",""
"시작할","4","","","",""
"잘하는","4","","","",""
"않고는","4","","","",""
"수치로","4","","","",""
"공부가","4","","","",""
"fces","4","","","",""
"회원","4","","","",""
"한국이","4","","","",""
"모르면","4","","","",""
"영향력","4","","","",""
"일상성","4","","","",""
"시대에도","4","","","",""
"전자정부","4","","","",""
"입력내용삭제","4","","","",""
"검색기간","4","","","",""
"달력","4","","","",""
"질병관리청","4","","","",""
"선택한","4","","","",""
"고향사랑기부제","4","","","",""
"Site","4","","","",""
"브리핑룸","4","","","",""
"코리아넷","4","","","",""
"정책포커스","4","","","",""
"정책오디오","4","","","",""
"마음산책","4","","","",""
"정책의","4","","","",""
"재발견","4","","","",""
"DB","4","","","",""
"대한뉴스","4","","","",""
"정부부처","4","","","",""
"국정과제","4","","","",""
"국민신문고","4","","","",""
"발간물","4","","","",""
"정책플러스","4","","","",""
"정책소셜","4","","","",""
"기타서비스","4","","","",""
"배너달기","4","","","",""
"To","4","","","",""
"독거노인","4","","","",""
"소득","4","","","",""
"이하면","4","","","",""
"기초연금…소득기준","4","","","",""
"정책달력","4","","","",""
"개혁","4","","","",""
"미룰","4","","","",""
"없어…먼저","4","","","",""
"노동개혁으로","4","","","",""
"견인”","4","","","",""
"주택시장","4","","","",""
"연착륙","4","","","",""
"정상화…서민·취약계층","4","","","",""
"주거복지","4","","","",""
"도입…밤","4","","","",""
"‘늘봄학교","4","","","",""
"시범","4","","","",""
"시작","4","","","",""
"‘책의","4","","","",""
"노인","4","","","",""
"활용할","4","","","",""
"매체를","4","","","",""
"활용","4","","","",""
"세대를","4","","","",""
"동화책","4","","","",""
"일정","4","","","",""
"저작권정책","4","","","",""
"표지를","4","","","",""
"게재하는","4","","","",""
"사용","4","","","",""
"목적으로","4","","","",""
"장애인활동지원서비스","4","","","",""
"복지시설","4","","","",""
"설치","4","","","",""
"마련됐다","4","","","",""
"근로","4","","","",""
"도시형소공인","4","","","",""
"소공인법","4","","","",""
"산업의","4","","","",""
"보유한","4","","","",""
"인프라","4","","","",""
"근로자에","4","","","",""
"권익보호","4","","","",""
"소공인의","4","","","",""
"지원할","4","","","",""
"겪고","4","","","",""
"활동지원","4","","","",""
"기존에는","4","","","",""
"장기요양서비스를","4","","","",""
"올해부터","4","","","",""
"간의","4","","","",""
"단가가","4","","","",""
"원에서","4","","","",""
"또한","4","","","",""
"주간활동서비스","4","","","",""
"운영하는","4","","","",""
"참여하는","4","","","",""
"주간활동","4","","","",""
"읍","4","","","",""
"겨울철","4","","","",""
"노로바이러스","4","","","",""
"조리한","4","","","",""
"음식을","4","","","",""
"예방수칙을","4","","","",""
"증상","4","","","",""
"사용하고","4","","","",""
"환자가","4","","","",""
"접촉","4","","","",""
"소독","4","","","",""
"락스","4","","","",""
"℃","4","","","",""
"입국장","4","","","",""
"검역대를","4","","","",""
"관계자에게","4","","","",""
"보고받고","4","","","",""
"골목길이","4","","","",""
"지나면서","4","","","",""
"행인들도","4","","","",""
"주택가가","4","","","",""
"여느","4","","","",""
"보인다는","4","","","",""
"주택가","4","","","",""
"생소한","4","","","",""
"제거한","4","","","",""
"종이상자를","4","","","",""
"제거하고","4","","","",""
"배출할","4","","","",""
"일이었다","4","","","",""
"분리배출할","4","","","",""
"배출한","4","","","",""
"영천골목관리소를","4","","","",""
"주민들에게","4","","","",""
"분리배출해야","4","","","",""
"재질이","4","","","",""
"처리기도","4","","","",""
"비닐봉투에","4","","","",""
"양이","4","","","",""
"영천골목관리소에서","4","","","",""
"알루미늄으로","4","","","",""
"캔을","4","","","",""
"알았다","4","","","",""
"자석을","4","","","",""
"자석에","4","","","",""
"플라스틱에","4","","","",""
"라벨이","4","","","",""
"떨어지지","4","","","",""
"처리기","4","","","",""
"실내에","4","","","",""
"영천골목관리소는","4","","","",""
"도시재생사업으로","4","","","",""
"천연충현","4","","","",""
"운영하고","4","","","",""
"관리하는","4","","","",""
"주거지의","4","","","",""
"실내형","4","","","",""
"생활폐기물","4","","","",""
"이동할","4","","","",""
"시설이","4","","","",""
"필요로","4","","","",""
"옥천골목관리소도","4","","","",""
"역량","4","","","",""
"노후","4","","","",""
"경쟁력","4","","","",""
"go","4","","","",""
"연락처","4","","","",""
"수집거부","4","","","",""
"미래의","4","","","",""
"단연","4","","","",""
"책방이음에서","4","","","",""
"지은이","4","","","",""
"나누고","4","","","",""
"겸","4","","","",""
"의미하는","4","","","",""
"전했다","4","","","",""
"읽는데","4","","","",""
"실제로는","4","","","",""
"주요서비스","4","","","",""
"전체서비스","4","","","",""
"상단영역","4","","","",""
"지방선거","4","","","",""
"사건사고","4","","","",""
"본문영역","4","","","",""
"스크롤","4","","","",""
"상태바","4","","","",""
"현재위치","4","","","",""
"지면","4","","","",""
"기사스크랩하기","4","","","",""
"취미는","4","","","",""
"코로나로","4","","","",""
"BEST","4","","","",""
"자동으로","4","","","",""
"그린벨트","4","","","",""
"올라","4","","","",""
"하단영역","4","","","",""
"‘장서","4","","","",""
"…“투자해야","4","","","",""
"읽어요”","4","","","",""
"역사가","4","","","",""
"제작한","4","","","",""
"학교별","4","","","",""
"dj","4","","","",""
"lib","4","","","",""
"자료구입","4","","","",""
"예산도","4","","","",""
"초·중·고교","4","","","",""
"곳에","4","","","",""
"장서는","4","","","",""
"다릅니다","4","","","",""
"컸습니다","4","","","",""
"미만인","4","","","",""
"지켜지고","4","","","",""
"학교도서관을","4","","","",""
"시·도","4","","","",""
"“올해","4","","","",""
"밝혔습니다","4","","","",""
"적정","4","","","",""
"‘한국도서관","4","","","",""
"기준이","4","","","",""
"초등학교는","4","","","",""
"수준이","4","","","",""
"미달한","4","","","",""
"나타났는데요","4","","","",""
"이병기","4","","","",""
"덧붙였습니다","4","","","",""
"학교도서관에서","4","","","",""
"대출한","4","","","",""
"빌린","4","","","",""
"곳이","4","","","",""
"원이","4","","","",""
"규모로","4","","","",""
"다음은","4","","","",""
"고작","4","","","",""
"골고루","4","","","",""
"나타났습니다","4","","","",""
"절반에","4","","","",""
"지표","4","","","",""
"관계를","4","","","",""
"구조를","4","","","",""
"학교도서관의","4","","","",""
"윤지희","4","","","",""
"이지연","4","","","",""
"권이나","4","","","",""
"‘원","4","","","",""
"아끼는","4","","","",""
"지켜","4","","","",""
"▷","4","","","",""
"N","4","","","",""
"덜","4","","","",""
"기분이","4","","","",""
"점은","4","","","",""
"영화를","4","","","",""
"감성","4","","","",""
"나만의","4","","","",""
"메시지","4","","","",""
"만날","4","","","",""
"게임은","4","","","",""
"분명한","4","","","",""
"사람들에","4","","","",""
"긴","4","","","",""
"멀어지고","4","","","",""
"친구가","4","","","",""
"독서습관을","4","","","",""
"가격도","4","","","",""
"부업의","4","","","",""
"방향성은","4","","","",""
"확인해","4","","","",""
"부자로","4","","","",""
"어떠한가","4","","","",""
"부동산시장에","4","","","",""
"성공","4","","","",""
"뽀미형아","4","","","",""
"폰트","4","","","",""
"밥","4","","","",""
"brth","4","","","",""
"끝까지","4","","","",""
"미래는","4","","","",""
"인한","4","","","",""
"광고를","4","","","",""
"전기모터","4","","","",""
"전기차","4","","","",""
"너머","4","","","",""
"보죠","4","","","",""
"학생과","4","","","",""
"우리나라의","4","","","",""
"교양·상식","4","","","",""
"습득할","4","","","",""
"상상력을","4","","","",""
"부모들은","4","","","",""
"뜻입니다","4","","","",""
"싶어서","4","","","",""
"다르지","4","","","",""
"한편으로는","4","","","",""
"바쁜","4","","","",""
"뿐입니다","4","","","",""
"없죠","4","","","",""
"공통적으로","4","","","",""
"학습을","4","","","",""
"생각에","4","","","",""
"유튜브를","4","","","",""
"읽든","4","","","",""
"되어서도","4","","","",""
"유료","4","","","",""
"뿌리가","4","","","",""
"본격적으로","4","","","",""
"아이","4","","","",""
"취지에","4","","","",""
"축구","4","","","",""
"수준","4","","","",""
"배우지","4","","","",""
"보급이","4","","","",""
"아마존은","4","","","",""
"미국출판협회","4","","","",""
"자료가","4","","","",""
"감사를","4","","","",""
"아미","4","","","",""
"남긴","4","","","",""
"소장","4","","","",""
"인터넷신문등록번호","4","","","",""
"사진출처","4","","","",""
"사라지지","4","","","",""
"이야기한다","4","","","",""
"평범한","4","","","",""
"쓰게","4","","","",""
"시작하세요","4","","","",""
"여기어때","4","","","",""
"여러분의","4","","","",""
"젊은이들이","4","","","",""
"이란","4","","","",""
"책이라면","4","","","",""
"타","4","","","",""
"자신감을","4","","","",""
"동호회","4","","","",""
"소셜스토리","4","","","",""
"활용법","4","","","",""
"장점","4","","","",""
"모릅니다","4","","","",""
"발달시킨다","4","","","",""
"해줍니다","4","","","",""
"둔","4","","","",""
"원한다면","4","","","",""
"정신을","4","","","",""
"Fcebook","4","","","",""
"Twitter","4","","","",""
"커뮤니케이션","4","","","",""
"크리스천","4","","","",""
"에듀","4","","","",""
"교민소식","4","","","",""
"기념","4","","","",""
"세미나","4","","","",""
"백금산","4","","","",""
"배워","4","","","",""
"비디오","4","","","",""
"요즘엔","4","","","",""
"사람이라면","4","","","",""
"방문한","4","","","",""
"바르게","4","","","",""
"책읽기의","4","","","",""
"필요성을","4","","","",""
"규모의","4","","","",""
"있었다고","4","","","",""
"인문고전을","4","","","",""
"가슴","4","","","",""
"성인들의","4","","","",""
"업적을","4","","","",""
"한장","4","","","",""
"본지","4","","","",""
"本紙","4","","","",""
"버튼을","4","","","",""
"열렬히","4","","","",""
"계묘년","4","","","",""
"새해계획","4","","","",""
"분만에","4","","","",""
"세우는","4","","","",""
"직장인","4","","","",""
"회원에게만","4","","","",""
"편의","4","","","",""
"기억하고","4","","","",""
"콘텐트","4","","","",""
"결제","4","","","",""
"이용권","4","","","",""
"hello","4","","","",""
"Prents","4","","","",""
"팩플","4","","","",""
"앤츠랩","4","","","",""
"中","4","","","",""
"그래픽","4","","","",""
"화면에","4","","","",""
"손이","4","","","",""
"문장","4","","","",""
"모아","4","","","",""
"달린","4","","","",""
"채권","4","","","",""
"두려운","4","","","",""
"오리지널","4","","","",""
"바이든","4","","","",""
"경험","4","","","",""
"선물","4","","","",""
"처리방침","4","","","",""
"우","4","","","",""
"수집","4","","","",""
"면에서","4","","","",""
"기기에서","4","","","",""
"포함","4","","","",""
"서믿음","4","","","",""
"넘길","4","","","",""
"부터","4","","","",""
"이유에서","4","","","",""
"무제한으로","4","","","",""
"오디오북을","4","","","",""
"리디북스","4","","","",""
"가격으로","4","","","",""
"서점이","4","","","",""
"형태를","4","","","",""
"이용이","4","","","",""
"궁금한","4","","","",""
"다독다독","4","","","",""
"시켜서","4","","","",""
"어떨까요","4","","","",""
"매력은","4","","","",""
"덕수궁에서는","4","","","",""
"감소하는","4","","","",""
"여유를","4","","","",""
"김상훈","4","","","",""
"끊임없이","4","","","",""
"니와","4","","","",""
"우이치로는","4","","","",""
"저자인","4","","","",""
"My","4","","","",""
"ESG","4","","","",""
"한경코리아마켓","4","","","",""
"시장지표","4","","","",""
"코리아마켓TV","4","","","",""
"라씨로","4","","","",""
"월스트리트나우","4","","","",""
"글로벌마켓TV","4","","","",""
"실적회원전용","4","","","",""
"경제캘린더","4","","","",""
"집코노미","4","","","",""
"집코노미TV","4","","","",""
"분양일정","4","","","",""
"매물마당","4","","","",""
"매물정보","4","","","",""
"매물관리센터","4","","","",""
"CHO","4","","","",""
"Geeks","4","","","",""
"Lifeist","4","","","",""
"데이터센터","4","","","",""
"해외지수","4","","","",""
"외환","4","","","",""
"원자재","4","","","",""
"국내경제지표","4","","","",""
"채권·금리","4","","","",""
"캘린더","4","","","",""
"전종목","4","","","",""
"랭킹뉴스","4","","","",""
"인사·부고","4","","","",""
"뉴스래빗","4","","","",""
"한경용어사전","4","","","",""
"이벤트·행사","4","","","",""
"블루밍비트","4","","","",""
"네트워크","4","","","",""
"키즈맘","4","","","",""
"공유방법","4","","","",""
"클린뷰","4","","","",""
"모바일한경","4","","","",""
"여백","4","","","",""
"책과함께","4","","","",""
"문","4","","","",""
"지음","4","","","",""
"것이기","4","","","",""
"성공을","4","","","",""
"평가했다","4","","","",""
"연설을","4","","","",""
"주요뉴스","4","","","",""
"장바구니","4","","","",""
"물가","4","","","",""
"들썩대자…정부","4","","","",""
"식품회사","4","","","",""
"대거","4","","","",""
"소집","4","","","",""
"조씩","4","","","",""
"안기던","4","","","",""
"밑으로…","4","","","",""
"적자","4","","","",""
"올드보이","4","","","",""
"년대생","4","","","",""
"떠난다…롯데百의","4","","","",""
"韓","4","","","",""
"성장률","4","","","",""
"전망…","4","","","",""
"하반기도","4","","","",""
"장담못해","4","","","",""
"어닝쇼크에도","4","","","",""
"반등…삼성전자","4","","","",""
"향방은","4","","","",""
"직장인은","4","","","",""
"은행","4","","","",""
"가려면","4","","","",""
"반차","4","","","",""
"쓰라는","4","","","",""
"…고객들","4","","","",""
"뿔났다","4","","","",""
"해열제","4","","","",""
"연내","4","","","",""
"억개","4","","","",""
"휴일","4","","","",""
"반납한","4","","","",""
"종근당","4","","","",""
"공장","4","","","",""
"요양보호사","4","","","",""
"매칭","4","","","",""
"시니어","4","","","",""
"배송원…","4","","","",""
"실버테크","4","","","",""
"몰렸다","4","","","",""
"드러나지","4","","","",""
"尹心…초조해진","4","","","",""
"與","4","","","",""
"당권주자들","4","","","",""
"청담동","4","","","",""
"술자리","4","","","",""
"선언…바이든","4","","","",""
"숨쉴","4","","","",""
"틈","4","","","",""
"필요했나","4","","","",""
"중국인들이","4","","","",""
"잔뜩","4","","","",""
"불티난","4","","","",""
"홍콩영화","4","","","",""
"전성시대의","4","","","",""
"거리들","4","","","",""
"서울에서","4","","","",""
"미니어처로","4","","","",""
"신문보기","4","","","",""
"북클럽","4","","","",""
"변경","4","","","",""
"시작했습니다","4","","","",""
"태블릿","4","","","",""
"크기를","4","","","",""
"이북","4","","","",""
"장래희망은","4","","","",""
"‘현직","4","","","",""
"할머니","4","","","",""
"북디자인","4","","","",""
"간파당하지","4","","","",""
"않되","4","","","",""
"막연하면","4","","","",""
"곤란해","4","","","",""
"거냐","4","","","",""
"인쇄하는","4","","","",""
"제작부가","4","","","",""
"회의에","4","","","",""
"참석하는","4","","","",""
"싶네","4","","","",""
"‘소장각이네","4","","","",""
"북마케터의","4","","","",""
"팀장","4","","","",""
"‘순정남","4","","","",""
"책방지기의","4","","","",""
"‘설렘","4","","","",""
"스푼","4","","","",""
"실망","4","","","",""
"사발","4","","","",""
"환희","4","","","",""
"책방에","4","","","",""
"‘지적질","4","","","",""
"않도록","4","","","",""
"출판평론가의","4","","","",""
"출판평론가라는","4","","","",""
"낮엔","4","","","",""
"회사원","4","","","",""
"밤엔","4","","","",""
"계급장","4","","","",""
"떼고","4","","","",""
"웹소설의","4","","","",""
"임지영","4","","","",""
"수치","4","","","",""
"였던","4","","","",""
"파죽지세","4","","","",""
"확장하기까지","4","","","",""
"site","4","","","",""
"logo","4","","","",""
"가을은","4","","","",""
"초등","4","","","",""
"애플리케이션을","4","","","",""
"수동적인","4","","","",""
"후원금","4","","","",""
"가전","4","","","",""
"응답","4","","","",""
"김포","4","","","",""
"과학동아","4","","","",""
"연령대에","4","","","",""
"평가는","4","","","",""
"보호","4","","","",""
"실상","4","","","",""
"외국도서","4","","","",""
"중고샵","4","","","",""
"e러닝","4","","","",""
"GIFT","4","","","",""
"화장품","4","","","",""
"e연재","4","","","",""
"빅데이터로","4","","","",""
"도서PD","4","","","",""
"카드뉴스로","4","","","",""
"소개합니다","4","","","",""
"단신","4","","","",""
"이주의","4","","","",""
"짓궂은","4","","","",""
"하더라고요","4","","","",""
"btn","4","","","",""
"off","4","","","",""
"쏟아지는","4","","","",""
"담았다","4","","","",""
"저","4","","","",""
"전병근","4","","","",""
"역","4","","","",""
"정여울","4","","","",""
"문학만이","4","","","",""
"집밥으로","4","","","",""
"면역력도","4","","","",""
"챙기세요","4","","","",""
"꾸어야","4","","","",""
"인간답다는","4","","","",""
"함민복","4","","","",""
"강화도","4","","","",""
"여년이","4","","","",""
"에세이집","4","","","",""
"권민석","4","","","",""
"수요의","4","","","",""
"여인","4","","","",""
"독특한","4","","","",""
"최인아책방","4","","","",""
"다이칸야마","4","","","",""
"디스플레이를","4","","","",""
"킨들","4","","","",""
"예스는","4","","","",""
"기사와","4","","","",""
"카트","4","","","",""
"바로구매","4","","","",""
"기획·연재","4","","","",""
"언어의","4","","","",""
"정치철학","3","","","",""
"정당","3","","","",""
"Medi","3","","","",""
"Post","3","","","",""
"English","3","","","",""
"공화국","3","","","",""
"공","3","","","",""
"대안","3","","","",""
"대선","3","","","",""
"몸","3","","","",""
"최순실","3","","","",""
"마르크스","3","","","",""
"Recent","3","","","",""
"정책이","3","","","",""
"Ntionl","3","","","",""
"world","3","","","",""
"이어져","3","","","",""
"y","3","","","",""
"kore","3","","","",""
"한국노동안전보건연구소","3","","","",""
"요리","3","","","",""
"휴대폰","3","","","",""
"글쓰는","3","","","",""
"습득하는","3","","","",""
"문화의","3","","","",""
"장을","3","","","",""
"선생님과","3","","","",""
"고려해","3","","","",""
"종을","3","","","",""
"적게","3","","","",""
"잡아도","3","","","",""
"감소를","3","","","",""
"왜","3","","","",""
"나한테","3","","","",""
"만종","3","","","",""
"출신","3","","","",""
"배로","3","","","",""
"늘어났다","3","","","",""
"순수","3","","","",""
"판매는","3","","","",""
"마라","3","","","",""
"자연","3","","","",""
"만들지","3","","","",""
"매출","3","","","",""
"높아지고","3","","","",""
"있어도","3","","","",""
"한권","3","","","",""
"최저","3","","","",""
"자료사진","3","","","",""
"결과다","3","","","",""
"수험서","3","","","",""
"권이라도","3","","","",""
"응답자의","3","","","",""
"출판을","3","","","",""
"‘다산다사","3","","","",""
"만종을","3","","","",""
"수요는","3","","","",""
"억원","3","","","",""
"사정이","3","","","",""
"교과서와","3","","","",""
"년마다","3","","","",""
"상황은","3","","","",""
"하나도","3","","","",""
"확보하기","3","","","",""
"유사한","3","","","",""
"시장에서","3","","","",""
"경쟁","3","","","",""
"무섭고","3","","","",""
"원고","3","","","",""
"대량","3","","","",""
"구매해","3","","","",""
"개선과","3","","","",""
"콘텐츠에","3","","","",""
"기반을","3","","","",""
"개발하는","3","","","",""
"군","3","","","",""
"칼","3","","","",""
"자유","3","","","",""
"방해","3","","","",""
"휴대전화","3","","","",""
"편집마왕","3","","","",""
"글입니다","3","","","",""
"보여","3","","","",""
"조사연구는","3","","","",""
"넘었지만","3","","","",""
"둘러싼","3","","","",""
"정기적으로","3","","","",""
"활동과","3","","","",""
"밀접한","3","","","",""
"문학작품의","3","","","",""
"좀처럼","3","","","",""
"유형별","3","","","",""
"아동","3","","","",""
"한국문학","3","","","",""
"외국어","3","","","",""
"국가별","3","","","",""
"문학잡지","3","","","",""
"분포","3","","","",""
"구하는","3","","","",""
"작품은","3","","","",""
"선입견이","3","","","",""
"소비에서","3","","","",""
"기능은","3","","","",""
"끼치는","3","","","",""
"독자들과","3","","","",""
"비할","3","","","",""
"학력에","3","","","",""
"장기적으로","3","","","",""
"근거","3","","","",""
"지원을","3","","","",""
"파악할","3","","","",""
"『국민독서실태조사","3","","","",""
"기간에","3","","","",""
"편이다","3","","","",""
"내부에서","3","","","",""
"어렵다는","3","","","",""
"독자들을","3","","","",""
"묻는","3","","","",""
"가지를","3","","","",""
"‘시","3","","","",""
"추리소설","3","","","",""
"잡을","3","","","",""
"성격을","3","","","",""
"도무지","3","","","",""
"방식의","3","","","",""
"국민들이","3","","","",""
"합치면","3","","","",""
"요즈음","3","","","",""
"이후에","3","","","",""
"따라","3","","","",""
"폭발적으로","3","","","",""
"소설의","3","","","",""
"경험은","3","","","",""
"국립중앙도서관","3","","","",""
"번역도서가","3","","","",""
"출판이","3","","","",""
"증가한","3","","","",""
"비해서","3","","","",""
"모바일","3","","","",""
"환경에서","3","","","",""
"그나마","3","","","",""
"독서에서","3","","","",""
"과거에","3","","","",""
"판매량","3","","","",""
"학력별","3","","","",""
"포함되어","3","","","",""
"정리하면","3","","","",""
"남성","3","","","",""
"여겨지는","3","","","",""
"남녀","3","","","",""
"현상이다","3","","","",""
"점유율에서","3","","","",""
"미디어가","3","","","",""
"미디어에","3","","","",""
"떨어진","3","","","",""
"문화적","3","","","",""
"현장의","3","","","",""
"교보문고에서","3","","","",""
"만큼","3","","","",""
"년에도","3","","","",""
"증가와","3","","","",""
"전체로","3","","","",""
"생각하면","3","","","",""
"들여다보면","3","","","",""
"쏠림","3","","","",""
"한국소설의","3","","","",""
"커지고","3","","","",""
"베스트셀러에","3","","","",""
"높아지는","3","","","",""
"년의","3","","","",""
"생각해야","3","","","",""
"판매량을","3","","","",""
"확연하게","3","","","",""
"주의가","3","","","",""
"곧바로","3","","","",""
"이어질","3","","","",""
"순문학","3","","","",""
"줄고","3","","","",""
"부분으로","3","","","",""
"구분하기","3","","","",""
"이루는","3","","","",""
"독자들은","3","","","",""
"교과서에","3","","","",""
"분석한","3","","","",""
"탄탄한","3","","","",""
"얻고","3","","","",""
"의견이","3","","","",""
"어두운","3","","","",""
"밝힌","3","","","",""
"지장이","3","","","",""
"이야기할","3","","","",""
"kyobobook","3","","","",""
"it","3","","","",""
"life","3","","","",""
"kidbView","3","","","",""
"ink","3","","","",""
"sntn","3","","","",""
"exr","3","","","",""
"dy","3","","","",""
"활성화되면서","3","","","",""
"상황이다","3","","","",""
"전업","3","","","",""
"수준이었다","3","","","",""
"홀로","3","","","",""
"힘이다","3","","","",""
"넘어서는","3","","","",""
"년과","3","","","",""
"교육청","3","","","",""
"고등학생은","3","","","",""
"전자매체","3","","","",""
"위의","3","","","",""
"교육의","3","","","",""
"중심이","3","","","",""
"글뷰관련","3","","","",""
"중독","3","","","",""
"역사를","3","","","",""
"이룩한","3","","","",""
"기술을","3","","","",""
"놀라게","3","","","",""
"콘텐츠는","3","","","",""
"차원에서","3","","","",""
"진흥을","3","","","",""
"토론회","3","","","",""
"진행했다","3","","","",""
"대한출판문화협회","3","","","",""
"다행히","3","","","",""
"듯하다","3","","","",""
"뇌과학으로","3","","","",""
"밝혀낸","3","","","",""
"NAVER","3","","","",""
"학술정보","3","","","",""
"ISSN","3","","","",""
"연령","3","","","",""
"유아교육연구","3","","","",""
"Selected","3","","","",""
"otion","3","","","",""
"ixed","3","","","",""
"oen","3","","","",""
"읽어줄","3","","","",""
"종류도","3","","","",""
"집단으로","3","","","",""
"자발적","3","","","",""
"나지","3","","","",""
"hs","3","","","",""
"red","3","","","",""
"techer","3","","","",""
"ll","3","","","",""
"se","3","","","",""
"they","3","","","",""
"incresed","3","","","",""
"반응에","3","","","",""
"Studies","3","","","",""
"평가","3","","","",""
"언어적","3","","","",""
"내보내","3","","","",""
"Tylor","3","","","",""
"Frncis","3","","","",""
"Sringer","3","","","",""
"절반도","3","","","",""
"노형석","3","","","",""
"팬데믹","3","","","",""
"청년층","3","","","",""
"중·고생","3","","","",""
"enu","3","","","",""
"군사","3","","","",""
"홍춘욱","3","","","",""
"※","3","","","",""
"어려서부터","3","","","",""
"순수한","3","","","",""
"잡지나","3","","","",""
"분량이","3","","","",""
"서너","3","","","",""
"서평을","3","","","",""
"좋지","3","","","",""
"가방에","3","","","",""
"한두","3","","","",""
"일찍","3","","","",""
"상대가","3","","","",""
"약속","3","","","",""
"선택이","3","","","",""
"이용하면","3","","","",""
"돈도","3","","","",""
"좋으니","3","","","",""
"텔레비전","3","","","",""
"제한을","3","","","",""
"어쩔","3","","","",""
"지나면","3","","","",""
"발견할","3","","","",""
"극소수의","3","","","",""
"범주에","3","","","",""
"넓고","3","","","",""
"간단한","3","","","",""
"자란","3","","","",""
"한글","3","","","",""
"한문","3","","","",""
"번도","3","","","",""
"방법이라고","3","","","",""
"소개하는","3","","","",""
"보더라도","3","","","",""
"언론의","3","","","",""
"다르기","3","","","",""
"앞의","3","","","",""
"가볍고","3","","","",""
"많기","3","","","",""
"피해야","3","","","",""
"균","3","","","",""
"만세","3","","","",""
"베스트셀러가","3","","","",""
"보도","3","","","",""
"답은","3","","","",""
"차근차근","3","","","",""
"절대적으로","3","","","",""
"지은","3","","","",""
"최초의","3","","","",""
"현재와","3","","","",""
"이해하기","3","","","",""
"당시의","3","","","",""
"언어로","3","","","",""
"괜히","3","","","",""
"식이다","3","","","",""
"손꼽히는","3","","","",""
"이야기도","3","","","",""
"속도가","3","","","",""
"끝없는","3","","","",""
"상상의","3","","","",""
"나에게는","3","","","",""
"황석영","3","","","",""
"그림을","3","","","",""
"자극하는","3","","","",""
"소리를","3","","","",""
"아닐","3","","","",""
"외국인","3","","","",""
"감정","3","","","",""
"선생님이","3","","","",""
"쓰여진","3","","","",""
"읽음으로써","3","","","",""
"단계를","3","","","",""
"고르고","3","","","",""
"후에는","3","","","",""
"오영수","3","","","",""
"개설서의","3","","","",""
"간단하다","3","","","",""
"방법이다","3","","","",""
"작가를","3","","","",""
"포함해","3","","","",""
"‘읽을","3","","","",""
"있겠는가","3","","","",""
"내놓을","3","","","",""
"이론의","3","","","",""
"전달하는","3","","","",""
"분량을","3","","","",""
"다만","3","","","",""
"글과","3","","","",""
"공부에","3","","","",""
"시장을","3","","","",""
"국민은행","3","","","",""
"박사","3","","","",""
"이승환","3","","","",""
"서초구","3","","","",""
"전화번호","3","","","",""
"시사·교양","3","","","",""
"학습·진로","3","","","",""
"생글","3","","","",""
"계정관리","3","","","",""
"경제야","3","","","",""
"놀자","3","","","",""
"경제·금융","3","","","",""
"공부하기","3","","","",""
"테샛","3","","","",""
"구독내역","3","","","",""
"조절","3","","","",""
"세계와","3","","","",""
"격리된","3","","","",""
"들어가며","3","","","",""
"연관성을","3","","","",""
"찾아낼","3","","","",""
"물어보면","3","","","",""
"무엇일까","3","","","",""
"듯이","3","","","",""
"남길","3","","","",""
"그렇기에","3","","","",""
"인터넷과","3","","","",""
"참을성","3","","","",""
"일상생활에서","3","","","",""
"상단","3","","","",""
"한국경제신문사","3","","","",""
"홈으로","3","","","",""
"띄는","3","","","",""
"보내기","3","","","",""
"김지원","3","","","",""
"들어보셨나요","3","","","",""
"애들","3","","","",""
"‘성함","3","","","",""
"양성","3","","","",""
"가짜","3","","","",""
"어디에","3","","","",""
"문제라는","3","","","",""
"궁리하고","3","","","",""
"따져","3","","","",""
"서로를","3","","","",""
"말씀하신","3","","","",""
"궁금합니다","3","","","",""
"눈길을","3","","","",""
"수준을","3","","","",""
"애들은","3","","","",""
"시험","3","","","",""
"이래서","3","","","",""
"발언을","3","","","",""
"정해져","3","","","",""
"갖추고","3","","","",""
"읽혀야","3","","","",""
"평소에","3","","","",""
"자극적인","3","","","",""
"싶다는","3","","","",""
"‘어떤","3","","","",""
"영역의","3","","","",""
"의미에","3","","","",""
"두가지","3","","","",""
"별개의","3","","","",""
"뒤에","3","","","",""
"표현하고","3","","","",""
"수준에","3","","","",""
"책이든","3","","","",""
"감각","3","","","",""
"의미와","3","","","",""
"있잖아요","3","","","",""
"본질은","3","","","",""
"일상에","3","","","",""
"하신","3","","","",""
"텍스트가","3","","","",""
"달게","3","","","",""
"판단","3","","","",""
"일들이","3","","","",""
"있거든요","3","","","",""
"구하기","3","","","",""
"생활에","3","","","",""
"시민들이","3","","","",""
"앉아서","3","","","",""
"하거든요","3","","","",""
"아니라도","3","","","",""
"일상적으로","3","","","",""
"일이라는","3","","","",""
"살펴보는","3","","","",""
"사용에","3","","","",""
"않다는","3","","","",""
"알아서","3","","","",""
"돌아가며","3","","","",""
"나아가야","3","","","",""
"버는","3","","","",""
"보게","3","","","",""
